Comp_OID,Oid_Type,Symbolic_name,CodingSystemName
2.16.840.1.113883.3.567.12.8,13,fdbRoutedDFGenID,fdb Routed Dosasge Form Generic ID
2.16.840.1.113883.3.567.12.9,13,fdbIDC,fdb International Drug Code
2.16.840.1.113883.3.2139,3,iuhealthlaporte,Indiana University Health La Porte Hospital
2.16.840.1.113883.3.2140,3,bhs-mt,Benefis Health System
1.2.36.1.2001.1005.26,3,sa-Health-eHealth-Systems,SA Health eHealth Systems
2.16.840.1.113883.3.2141,3,scrmcms,South Central Regional Medical Center
2.16.840.1.113883.3.2142,3,th-hmhs,Texas Health Harris Methodist Hospital Southlake
2.16.840.1.113883.3.2143,3,th-phr,Texas Health Presbyterian Hospital Rockwall
2.16.840.1.113883.3.2144,3,th-cdsp,Texas Health Center for Diagnostics & Surgery Plano
2.16.840.1.113883.3.2145,3,th-phfm,Texas Health Presbyterian Hospital Flower Mound
2.16.840.1.113883.3.1070.5052,17,mckesson-fusion-5052,mckesson-fusion-5052
1.2.36.1.334.2.1.1,4,defencepmkeysnumber,Defence PMKeyS Number
1.2.36.1.334.2.1.2,4,jehdipatientid,JeHDI Patient ID
2.16.840.1.113883.3.2146,3,ahrq-ushik,United States Health Information Knowledgebase
2.16.840.1.113883.3.1871.3.184,4,sapopw,SAPO Pulmonary and Wellness
2.16.840.1.113883.3.2147,3,lpec,Lake Plains Eye Center
2.16.840.1.113883.3.2148,3,medisys,Medisys Health Network
2.16.840.1.113883.3.629.14.62,14,practice-PhysicalMedicineAssocNWOhio,Physical Medicine Assoc. of N.W. Ohio
2.16.840.1.113883.3.629.14.63,14,practice-PaulMcLaughlinMD,"Paul McLaughlin, M.D."
2.16.840.1.113883.3.629.14.64,14,practice-NeurosurgicalCareInc,"Neurosurgical Care, Inc"
2.16.840.1.113883.3.629.14.65,14,practice-BrianAndreasMD,"Brian Andreas, M.D."
2.16.840.1.113883.3.629.14.66,14,practice-SusannePicaMD,"Susanne Pica, M.D."
2.16.840.1.113883.3.629.14.67,14,practice-AssociatedEyePhysiciansSurgeonsInc,"Associated Eye Physicians & Surgeons, Inc"
2.16.840.1.113883.3.629.14.68,14,practice-BresslerSchaefferBresslerInc,"Bressler, Schaeffer, & Bressler, Inc."
2.16.840.1.113883.3.2149,3,cdbod,Dr David Burton Family Practice of Optometry
2.16.840.1.113883.3.2150,3,parkerhc,Parker Jewish Institute
1.2.36.1.2001.1007,17,pcehr-identifiers,PCEHR Identifiers
1.2.36.1.2001.1007.1,4,pai-o,PCEHR Assigned Identifier - Organisation
1.2.36.1.2001.1007.10,4,pai-r,PCEHR Assigned Identifier - Repository
1.2.36.1.2001.1007.20,4,pai-d,PCEHR Assigned Identifier - Device
1.2.36.1.2001.1007.11,4,pai-delegated,Delegated Nehta Sub-Arcs for repositories
2.16.840.1.113883.3.1070.5062,17,mckesson-fusion-5062,mckesson-fusion-5062
2.16.840.1.113883.3.2151,3,nah,Northern Arizona Healthcare
2.16.840.1.113883.3.1070.5046,17,mckesson-fusion-5046,mckesson-fusion-5046
2.16.840.1.113883.3.1984.1,3,samc,St Alexius Medical Center
2.16.840.1.113883.3.1984.2,3,abmc,Alexian Brothers Medical Center
1.2.36.1.2001.1005.27,4,eRx-root-OID,eRx root OID
1.2.36.1.2001.1005.28,4,barwon-root-OID,Barwon root OID
1.2.36.104808988,17,best-practice,Best Practice
1.2.36.104808988.1,6,best-practice-drug,BPDrug 
1.2.36.104808988.2,6,best-practice-term,BPTerm
1.2.36.104808988.3,6,best-practice-immunisation,BPImmunisation
1.2.36.104808988.4,6,best-practice-substance,BPSubstance
1.2.36.104808988.5,6,best-practice-reaction,BPReaction
1.2.36.1.2001.1005.29,17,hpio-based-Organisation-Medical-Record-Identifier,HPI-O based Organisation Medical Record Identifier
2.16.840.1.113883.3.2152,3,cass-Count01,Cass County Memorial Hospital
2.16.840.1.113883.3.2153,3,pami,Papastavros Medical Imaging RIS
2.16.840.1.113883.3.2154,3,vLEC,"Vista Linda Eye Care, Inc."
1.2.36.1.2001.1005.27.1,17,eRx-Identifiers,eRx Identifiers
1.2.36.1.2001.1005.28.1,17,barwon-Identifiers,Barwon Identifiers
1.2.36.1.2001.1005.27.1.1,4,erx-Prescription-Item-Identifier,eRX Prescription Item Identifier
1.2.36.1.2001.1005.27.1.2,4,erx-Dispense-Item-Identifier,eRx Dispense Item Identifier
1.2.36.1.2001.1005.28.1.1,4,barwon-Prescription-Item-Identifier,Barwon Prescription Item Identifier
1.2.36.1.2001.1005.28.1.2,4,barwon-Dispense-Item-Identifier,Barwon Dispense Item Identifier
1.2.36.1.2001.1005.28.1.3,4,barwon-Prescribe-Transaction-Identifier,Barwon Prescribe Transaction Identifier
1.2.36.1.2001.1005.28.1.4,4,barwon-Dispense-Transaction-Identifier,Barwon Dispense Transaction Identifier
2.16.840.1.113883.3.1070.5064,17,mckesson-fusion-5064,mckesson-fusion-5064
2.16.840.1.113883.10.20.27,10,qrdaCatIIITemplateRootOID-V2,Quality Reporting Document Architecture Category III Version 2 Root OID
2.16.840.1.113883.3.2155,3,vsop,"VisionSource, PC"
2.16.840.1.113883.3.1070.5050,17,mckesson-fusion-5050,mckesson-fusion-5050
2.16.840.1.113883.3.2156,3,eyeDoc,"Drs. Gilbert and Farley, OD, PC"
2.16.840.1.113883.3.1070.5060,17,mckesson-fusion-5060,mckesson-fusion-5060
2.16.840.1.113883.3.1070.5051,17,mckesson-fusion-5051,mckesson-fusion-5051
2.16.840.1.113883.3.2157,3,desjardinsFinancialSecurity,Desjardins Financial Security
2.16.840.1.113883.3.1070.5053,17,mckesson-fusion-5053,mckesson-fusion-5053
2.16.840.1.113883.3.1871.3.951,4,afbcc,AFSFN Beaver Community Clinic
2.16.840.1.113883.3.1871.3.952,4,afcct,AFSFN Community Clinic of Turpin
2.16.840.1.113883.3.1620.100,17,oidBHCSHIE,Baylor Health Care System Health Information Exchange
2.16.840.1.113883.3.1805.1,4,mhin-mainfacility1,Michiana Health Information Network (MAIN FACILITY1)
2.16.840.1.113883.3.1070.5018,17,mckesson-fusion-5018,mckesson-fusion-5018
2.16.840.1.113883.3.2158,3,jordan-healthsystem,Jordan Health System
2.16.840.1.113883.3.2159,3,bmh,Brooks Memorial Hospital
2.16.840.1.113883.17.100,17,gsihealth,GSIHealth
2.16.840.1.113883.3.2160,3,docroc,Dr Teresa D Hrach OD
2.16.840.1.113883.3.1348.1.17,4,cUNK,Dr. Kristen Cunniff 
2.16.840.1.113883.3.1070.5054,17,mckesson-fusion-5054,mckesson-fusion-5054
2.16.840.1.113883.3.2161,3,bhaz,Banner Health - Arizona Region
2.16.840.1.113883.3.2162,3,bh,Banner Health System
2.16.840.1.113883.3.2163,3,thr-thpg,Texas Health Physicians Group
2.16.840.1.113883.3.2164,3,mammoth-hospital-mammoth-lakes-ca,Mammoth Hospital
2.16.840.1.113883.3.1528.3,3,qualityMeasuresComplexRulesEngine,Truven Health Complex Rules Engine for Quality Measures 
2.16.840.1.113883.3.1070.5061,17,mckesson-fusion-5061,mckesson-fusion-5061
2.16.840.1.113883.3.1528.1,3,clinicalXpert,Truven Health Clinical Xpert
2.16.840.1.113883.3.1528.1.1,3,cx-setId,Clinical Xpert setId
2.16.840.1.113883.3.1528.1.2,3,cx-patientRole-id,Clinical Xpert patientRole id
2.16.840.1.113883.3.1528.1.3,3,cx-assignedAuthor-id,Clinical Xpert assignedAuthor id
2.16.840.1.113883.3.2165,3,hmaPineRidge,Physicians Regional Medical Group-Pine Ridge
2.16.840.1.113883.3.2166,3,hmaCollier,Physicians Regional Medical Group-Collier
2.16.840.1.113883.3.2167,3,ahn,Adams Health Network
2.16.840.1.113883.17.101,17,phLabResultsELRv251ReceiverProfileAck,Lab Results to Public Health ELR Receiver Profile Acknowledgement Message Type
2.16.840.1.113883.3.2168,3,swvs,"Southwest Vision Specialists, PA d/b/a Shelley Eye Center"
2.16.840.1.113883.3.2074.1,4,cert-NUM-ONC,ONC Meaningful Use EHR Certification Numbers
2.16.840.1.113883.3.249.21,4,cmsSecurityCode,CMS Security Code 
2.16.840.1.113883.3.2167.1,4,amh,Adams Memorial Hospital
2.16.840.1.113883.3.2167.1.1,4,amh-mrn,Adams Memorial Hospital MRN
2.16.840.1.113883.3.2167.1.2,4,amh-fin-acct-num,Adams Memorial Hospital FIN/Acct#
2.16.840.1.113883.3.1070.5063,17,mckesson-fusion-5063,mckesson-fusion-5063
2.16.840.1.113883.3.1070.5071,17,mckesson-fusion-5071,mckesson-fusion-5071
2.16.840.1.113883.3.2169,3,lpnt,"LifePoint Hospitals, Incorporated "
2.16.840.1.113883.3.2170,3,bea,Blacksburg Eye Associates
2.16.840.1.113883.3.2171,3,ci-MS2012-ISO-IEC-555,CiCMHC
2.16.840.1.113883.3.2172,3,monvalley-hospital,Monongahela Valley Hospital
2.16.840.1.113883.3.1070.5065,17,mckesson-fusion-5065,mckesson-fusion-5065
2.16.840.1.113883.3.2173,3,yfd,Yazoo Family Doctors
2.16.840.1.113883.3.1070.5066,17,mckesson-fusion-5066,mckesson-fusion-5066
2.16.840.1.113883.3.2174,3,dvc,"Dakota Vision Center, LLC"
2.16.840.1.113883.3.2175,3,liquidsoftwaredesigns,"Liquid Software Designs, Inc."
2.16.840.1.113883.3.2176,3,audia02,Drs.Audia & Wickline
2.16.840.1.113883.3.1070.5067,17,mckesson-fusion-5067,mckesson-fusion-5067
2.16.840.1.113883.3.1070.5070,17,mckesson-fusion-5070,mckesson-fusion-5070
2.16.840.1.113883.3.1070.5068,3,mckesson-fusion-5068,mckesson-fusion-5068
2.16.840.1.113883.3.2177,3,tBHC-BHIX, TBHC-BHIX
2.16.840.1.113883.3.2178,3,aw-oid,Annalisa Wilde OID
2.16.840.1.113883.3.2179,3,psch,"PSCH, Inc."
2.16.840.1.113883.3.2180,3,pederson-krag,Pederson-Krag Center
2.16.840.1.113883.3.2181,3,peninsulacounseling,Peninsula Counseling Center
2.16.840.1.113883.3.2182,3,sbmf,South Bend Medical Foundation Root
2.16.840.1.113883.3.2183,3,bromenn-CCD-1,BroMenn Continuity of Care Document
2.16.840.1.113883.3.2184,3,eur-ccd-01,Eureka Continuity of Care Document
2.16.840.1.113883.3.2185,3,avhnh,Androscoggin Valley Hospital
2.16.840.1.113883.3.2186,3,mhmh,Munson Healthcare Manistee Hospital
2.16.840.1.113883.3.2187,3,stillmed,Stillwater Medical Center
2.16.840.1.113883.3.2188,3,eyetech,Eyetech Visioncare
2.16.840.1.113883.3.2189,3,smmdpllc,"Surinder Mendiratta, M.D., PLLC"
2.16.840.1.113883.3.2190,3,mrnmdpc,"Mohammad R. Navai, M.D., P.C."
2.16.840.1.113883.3.2191,3,dmcpllc,"Detroit Medical Services, PLLC"
2.16.840.1.113883.3.2192,3,dabdopc,"Deborah A. Borowski, D.O., P.C."
2.16.840.1.113883.3.2193,3,lsmdpc,"Leonard Sahn, M.D., P.C."
2.16.840.1.113883.3.2194,3,mykmd,"Muhammad Y. Karim, M.D. "
2.16.840.1.113883.3.2195,3,drmpmd,"Dr. M. Patel, M.D."
2.16.840.1.113883.3.2196,3,sfmcdrjcmd,Superior Family Medicine Clinic
2.16.840.1.113883.3.2197,3,hpmcpllc,"Highland Park Medical Center, PLLC"
2.16.840.1.113883.3.2198,3,napc,"Nephron Associates, P.C. "
2.16.840.1.113883.3.2199,3,lmcdrwjp,Lighthouse Medical Center
2.16.840.1.113883.3.2200,3,apmdpc,"Ashok Prasad, M.D., P.C."
2.16.840.1.113883.3.2201,3,fpmpc,"First Priority Medical, P.C."
2.16.840.1.113883.3.2202,3,ufm,United Family Medical
2.16.840.1.113883.3.2203,3,ufmjmmd,United Family Medical
2.16.840.1.113883.3.2204,3,nksmd,"Narinder K. Sherma, M.D."
2.16.840.1.113883.3.2205,3,wpdrmkmd,Waterford Pediatrics
2.16.840.1.113883.3.1070.5069,17,mckesson-fusion-5069,mckesson-fusion-5069
2.16.840.1.113883.3.2206,3,phcpc,"Personal Health Care, P.C. "
2.16.840.1.113883.3.2207,3,achjrmd,"Albert C Hayes, Jr., M.D. "
2.16.840.1.113883.3.2208,3,rpgc,Rosa Parks Geriatric Center
2.16.840.1.113883.3.2209,3,hecpc,"Holloway Eye Care, P.C."
2.16.840.1.113883.3.2210,3,famdpc,"Farnaz Abhari, M.D., P.C."
2.16.840.1.113883.3.2211,3,hppc,"Highland Pediatrics, P.C."
2.16.840.1.113883.3.2212,3,smpdopllc,"Stanley M. Poleck, D.O., PLLC"
2.16.840.1.113883.3.2213,3,dcmd,"David Criss, M.D."
2.16.840.1.113883.3.2214,3,drmt,Dr. Michael Taylor
2.16.840.1.113883.3.2215,3,dpadpm,"Donald P. Adler, D.P.M."
2.16.840.1.113883.3.2216,3,hmfc,Highland Milford Family Clinic
2.16.840.1.113883.3.2217,3,glmc,Great Lakes Medical Center
2.16.840.1.113883.3.2218,3,aimpc,"American Internal Medicine, P.C."
2.16.840.1.113883.3.2219,3,fca,Family Care Associates
2.16.840.1.113883.3.2220,3,aims,Academic Internal Medicine Specialists
2.16.840.1.113883.3.2221,3,pmcdrapjrmd,Pickens Medical Center
2.16.840.1.113883.3.2222,3,bmcdmc,Bloomfield Medical Center
2.16.840.1.113883.3.2069.1,4,bhc-mrn,BayCare HomeCare Medical Record
2.16.840.1.113883.3.2223,3,ncmh,Newberry County Memorial Hospital
2.16.840.1.113883.3.2224,3,chi-mmc,CHI Mercy Medical Center
2.16.840.1.113883.3.2225,3,chi-mcv,CHI Mercy Centerville
2.16.840.1.113883.3.2226,3,chi-svi,CHI St Vincents Hospital
2.16.840.1.113883.3.2227,3,chi-sva,CHI St Anthony's Morrilton
2.16.840.1.113883.3.1070.5079,17,mckesson-fusion-5079,mckesson-fusion-5079
2.16.840.1.114222.4.5.307,15,cdcgs1vis,CDC GS1 VIS BarCodes
2.16.840.1.113883.3.2228,3,maneye,Manhattan Eyeworks
2.16.840.1.113883.3.2229,3,sehc,St. Elizabeth Health Center
2.16.840.1.113883.3.2230,3,sjhc,St. Joseph Health Center
2.16.840.1.113883.3.2231,3,seb,St. Elizabeth Boardman
2.16.840.1.113883.3.2232,3,cmcd,The Children's Medical Center of Dayton
2.16.840.1.113883.4.575,3,goodSamLA,"Good Samaritan Hospital Los Angeles, CA"
2.16.840.1.113883.4.576,4,ca-nsMTLN,Canada Massage Therapists Association of Nova Scotia
2.16.840.1.113883.4.577,4,ca-Fedinthlthcert,Canada Federal Interim Health Program Certificate
2.16.840.1.113883.3.2233,3,drklkb,Kelly L. Bruch OD
2.16.840.1.113883.3.2234,3,sASHok-12,St Anthony Shawnee Hospital Oklahoma ccd oid
2.16.840.1.113883.3.2235,3,lpnt-srmc,Sumner Regional Medical Center 
2.16.840.1.113883.3.2236,3,lpnt-rrmcn,Riverview Regional Medical Center 
2.16.840.1.113883.3.2237,3,lpnt-tmc,Trousdale Medical Center
2.16.840.1.113883.3.2238,3,drj,Drs. Audia & Wickline
2.16.840.1.113883.3.2239,3,hls,HealthSouth Corporation
2.16.840.1.113883.3.2240,3,arc-name,Mauricio Monteiro
2.16.840.1.113883.3.2241,3,dc,DC Internal OID
2.16.840.1.113883.3.2242,3,medkind,MEDKIND CORPORATION
2.16.840.1.113883.3.2243,3,thr-hie,Texas Health Resources Health Information Exchange
2.16.840.1.113883.3.2244,3,thr-adeptus,Texas Health Hospital (Adeptus JV)
2.16.840.1.113883.3.2245,3,thr-thf,Texas Health Frisco
2.16.840.1.113883.3.2246,3,thpg-AIMMC,AIM for Wellness-MidCities 
2.16.840.1.113883.3.2247,3,thpg-amc,Arlington Medical Clinic 
2.16.840.1.113883.3.2248,3,thpg-aphc,Arlington Premier Health Clinic 
2.16.840.1.113883.3.2249,3,thpg-csfm,Cornerstone Family & Sports Medicine 
2.16.840.1.113883.3.2250,3,thpg-dam,Dallas Adult Medicine 
2.16.840.1.113883.3.2251,3,thpg-eosm,Elite Orthopedics & Sports Medicine
2.16.840.1.113883.3.2252,3,thpg-fwda,"Fort Worth Digestive Associates, PA "
2.16.840.1.113883.3.2253,3,thpg-hfd,HealthFirst-Dermatology 
2.16.840.1.113883.3.2254,3,thpg-hfe,HealthFirst-ENT Clinic 
2.16.840.1.113883.3.2255,3,thpg-hfim,HealthFirst-Internal Medicine 
2.16.840.1.113883.3.2256,3,thpg-hfimm,HealthFirst-Internal Medicine-Morrison 
2.16.840.1.113883.3.2257,3,tpg-hfnwg,HealthFirst-Northwest Gastroenterology 
2.16.840.1.113883.3.2258,3,thpg-hfob,HealthFirst-OB/GYN 
2.16.840.1.113883.3.2259,3,thpg-hmg,Highlands Medical Group 
2.16.840.1.113883.3.2260,3,thpg-hca,"HospitalCare Associates	"
2.16.840.1.113883.3.2261,3,thpg-jy,"Judy Yates, MD "
2.16.840.1.113883.3.2262,3,thpg-kh,"Kyle Hoogendoorn, DPM "
2.16.840.1.113883.3.2263,3,thpg-mah,"M. Allison Hendrickson, DO "
2.16.840.1.113883.3.2264,3,thpg-mim,Mansfield Internal Medicine 
2.16.840.1.113883.3.2265,3,thpg-mem,"Margaret E. Mike, MD "
2.16.840.1.113883.3.2266,3,thpg-mcrs,Metroplex Colon & Rectal Specialist 
2.16.840.1.113883.3.2267,3,thpg-mcb,Mid Cities-Bedford 
2.16.840.1.113883.3.2268,3,thpg-nhim,North Hills Internal Medicine 
2.16.840.1.113883.3.2269,3,thpg-ntoss,North Texas Orthopedic and Spine Specialists 
2.16.840.1.113883.3.2270,3,thpg-swea,Southwest Endocrinology Arlington
2.16.840.1.113883.3.2271,3,thpg-swed,Southwest Endocrinology-Desoto 
2.16.840.1.113883.3.2272,3,thpg-smg,Sunnyvale Medical Group 
2.16.840.1.113883.3.2273,3,thpg-sim,Synergy Internal Medicine 
2.16.840.1.113883.3.2274,3,thpg-tri,Texas Rheumatology Institute 
2.16.840.1.113883.3.2275,3,thpg-tu,Texas Urology 
2.16.840.1.113883.3.2276,3,thpg-tsp,True Surgical Partners 
2.16.840.1.113883.3.2277,3,thpg-admc,Advanced Medical Care 
2.16.840.1.113883.3.2278,3,thpg-afm,Aledo Family Medicine 
2.16.840.1.113883.3.2279,3,thpg-bfmrw,Benchmark Family Medicine-Rockwall
2.16.840.1.113883.3.2280,3,thpg-bfmr,Benchmark Family Medicine-Rowlett 
2.16.840.1.113883.3.2281,3,thpg-cfwam,Central Ft. Worth-Adult Medicine 
2.16.840.1.113883.3.2282,3,thpg-car,"Cheryl A. Richards, DO "
2.16.840.1.113883.3.2283,3,thpg-ccp,Children's Choice Pediatrics 
2.16.840.1.113883.3.2284,3,thpg-dfh,Dallas Family Healthcare 
2.16.840.1.113883.3.2285,3,thpg-dmb,"David M. Beyer, DO "
2.16.840.1.113883.3.2286,3,thpg-dfm,Duncanville Family Medicine 
2.16.840.1.113883.3.2287,3,thpg-epoj,"Esiquiel P. Olivarez, Jr., DO "
2.16.840.1.113883.3.2288,3,thpg-ee,Extreme Exam 
2.16.840.1.113883.3.2289,3,thpg-fm,Family Medical
2.16.840.1.113883.3.2290,3,thpg-fmcsw,Family Medical Center of Southwest 
2.16.840.1.113883.3.2291,3,thpg-ffc,First Family Care 
2.16.840.1.113883.3.2292,3,thpg-fmfcc,Flower Mound Family Care Center
2.16.840.1.113883.3.2293,3,thpg-fd,"Frances Dilley, MD "
2.16.840.1.113883.3.2294,3,thpg-gfp,Grapevine Family Physicians 
2.16.840.1.113883.3.2295,3,thpg-hmc,Handley Medical Clinic 
2.16.840.1.113883.3.2296,3,thpg-hfa,HealthFirst-Azle Family Practice 
2.16.840.1.113883.3.2297,3,thpg-hffc,HealthFirst-Fossil Creek Clinic 
2.16.840.1.113883.3.2298,3,thpg-hfgo,HealthFirst-Green Oaks Clinic 
2.16.840.1.113883.3.2299,3,thpg-hfht,HealthFirst-Heritage Trace Clinic 
2.16.840.1.113883.3.2300,3,swdic-ent,SWDIC Imaging Center Partnership LLC
2.16.840.1.113883.3.2301,3,swdic-mrn,SWDIC Imaging Center Partnership LLC
2.16.840.1.113883.3.2302,3,cmi-mrn,SWDIC Imaging Center Partnership LLC
2.16.840.1.113883.3.2303,3,thpg-hm,Hogan Medical for Your Family 
2.16.840.1.113883.3.2304,3,thpg-ifp,Inova Family Physicians 
2.16.840.1.113883.3.2305,3,thpg-im,Inova Mesquite 
2.16.840.1.113883.3.2306,3,thpg-ir,Inova Richardson 
2.16.840.1.113883.3.2307,3,thpg-jba,Jose Burbano MD and Associates 
2.16.840.1.113883.3.2308,3,thpg-km,"Kevin McKinney, MD - Family Practice "
2.16.840.1.113883.3.2309,3,thpg-lh,Lake Highlands 
2.16.840.1.113883.3.2310,3,thpg-lwfm,Lake Worth Family Medicine and Womens Health Center 
2.16.840.1.113883.3.2311,3,thpg-lem,Leading Edge Medicine 
2.16.840.1.113883.3.2312,3,thpg-lp,Levy Pediatrics 
2.16.840.1.113883.3.2313,3,thpg-lfm,Lifetime Family Medicine 
2.16.840.1.113883.3.2314,3,thpg-lmc,Livingstone Medical Clinic 
2.16.840.1.113883.3.2315,3,thpg-mfc,Mansfield Family Clinic 
2.16.840.1.113883.3.2316,3,thpg-mfh,Mayfield Family Healthcare 
2.16.840.1.113883.3.2317,3,thpg-mm,Metro Medical 
2.16.840.1.113883.3.2318,3,thpg-rt,"Richard Townsend, MD "
2.16.840.1.113883.3.2319,3,thpg-rks,Robert Keck Stahlman II DO PA 
2.16.840.1.113883.3.2320,3,thpg-sfm,Saginaw Family Medicine 
2.16.840.1.113883.3.2321,3,thpg-th,TienaHealth
2.16.840.1.113883.3.2322,3,thpg-tm,"Timothy McGuire, MD "
2.16.840.1.113883.3.2323,3,thpg-tmmc,Trinity Marsh Medical Clinic 
2.16.840.1.113883.3.2324,3,thpg-wma,Wheatland Medical Associates 
2.16.840.1.113883.3.2325,3,ricil,Rehabilitation Institute of Chicago
2.16.840.1.113883.3.2326,3,thpg-cfm,Carrollton Family Medicine & Pediatrics 
2.16.840.1.113883.3.2327,3,thpg-fmcs,Family Medicine Clinic of Sunnyvale 
2.16.840.1.113883.3.2328,3,thpg-hfmc,Highland Family Medical Center 
2.16.840.1.113883.3.2329,3,thpg-kfm,Kirven Family Medicine 
2.16.840.1.113883.3.2330,3,thpg-lcmc,Lake Cities Medical Center 
2.16.840.1.113883.3.2331,3,thpg-msfp,Main Street Family Physicians Frisco 
2.16.840.1.113883.3.2332,3,thpg-mawp,Medical Associates at Willow Park 
2.16.840.1.113883.3.1070.5075,17,mckesson-fusion-5075,mckesson-fusion-5075
2.16.840.1.113883.3.2333,3,thpg-psnt,Plastic & Hand Surgery of North Texas 
2.16.840.1.113883.3.2334,3,thpg-tfpc,Texas Family Primary Care 
2.16.840.1.113883.3.2335,3,thpg-tsam,Texas Star Adult Medicine 
2.16.840.1.113883.3.2336,3,l5pec,"Little Five Points Eye Care, Inc"
2.16.840.1.113883.3.2337,3,tec,"Total Eye Care, Buffalo Grove"
2.16.840.1.113883.3.2338,3,vec,Vonnahme Eye Care
2.16.840.1.113883.3.2339,3,eyecarectr,"Dr. Greg McGrew, Optometrist"
2.16.840.1.113883.3.2340,3,ons,Oncology Nursing Society
2.16.840.1.113883.3.2341,3,lpnt-rmc,Rockdale Medical Center
2.16.840.1.113883.3.2342,3,lpnt-pmh,Person Memorial Hospital
2.16.840.1.113883.3.2343,3,pnpcomputer,"P&NP Computer Services, Inc."
2.16.840.1.113883.3.2344,3,lpnt-shd,SOVAH Health - Danville
2.16.840.1.113883.3.2345,3,apny,ALLIED PEDIATRIC OF NEW YORK
2.16.840.1.113883.3.2346,3,qvmc,Quincy Valley Medical Center
2.16.840.1.113883.3.2347,3,cco,"Chester County Opticians, Inc."
2.16.840.1.113883.3.1070.5072,17,mckesson-fusion-5072,mckesson-fusion-5072
2.16.840.1.113883.3.2348,3,cmt,Collective Medical Technologies
2.16.840.1.113883.3.1070.5080,17,mckesson-fusion-5080,mckesson-fusion-5080
2.16.840.1.113883.3.1070.5076,17,mckesson-fusion-5076,mckesson-fusion-5076
2.16.840.1.113883.3.2349,3,lpnt-mmclc,Memorial Medical Center of Las Cruces
2.16.840.1.113883.3.2350,3,lpnt-cvmc,Clinch Valley Medical Center
2.16.840.1.113883.3.2351,3,lpnt-lcrh,Lake Cumberland Regional Hospital
2.16.840.1.113883.3.2352,3,lpnt-shm,SOVAH Health - Martinsville
2.16.840.1.113883.3.2353,3,lpnt-rgh,Raleigh General Hospital
2.16.840.1.113883.3.2354,3,lpnt-stmc,Southern Tennessee Medical Center
2.16.840.1.113883.3.2355,3,lpnt-vrmc,Vaughan Regional Medical Center
